School Code,District,School Name,# STUDENTS ENROLLED ,# STUDENTS ENROLLED PRIOR TO SECONDARY LEVEL,# STUDENTS ENROLLED AT SECONDARY LEVEL
6730010,Groton-Dunstable,Florence Roche School,1,1,0
6730305,Groton-Dunstable,Groton Dunstable Regional Middle,1,1,0
6730505,Groton-Dunstable,Groton Dunstable Regional,162,0,162
6740005,Gill-Montague,Gill Elementary,130,130,0
6740015,Gill-Montague,Hillcrest Elementary School,159,159,0
6740050,Gill-Montague,Sheffield Elementary School,212,212,0
6740310,Gill-Montague,Great Falls Middle,1,1,0
6740505,Gill-Montague,Turners Fall High,3,0,3
6750310,Hamilton-Wenham,Miles River Middle,1,1,0
6750505,Hamilton-Wenham,Hamilton-Wenham Regional High,18,0,18
6800005,Hampden-Wilbraham,Green Meadows Elementary,3,3,0
6800025,Hampden-Wilbraham,Mile Tree Elementary,3,3,0
6800030,Hampden-Wilbraham,Soule Road,4,4,0
6800050,Hampden-Wilbraham,Stony Hill School,7,7,0
6800305,Hampden-Wilbraham,Thornton Burgess,1,1,0
6800310,Hampden-Wilbraham,Wilbraham Middle,339,339,0
6800505,Hampden-Wilbraham,Minnechaug Regional High,74,0,74
6830505,Hampshire,Hampshire Regional High,24,0,24
6900505,King Philip,King Philip Regional High,32,0,32
6900510,King Philip,King Philip Middle School,2,2,0
6950505,Lincoln-Sudbury,Lincoln-Sudbury Regional High,441,0,441
6980010,Manchester Essex Regional,Manchester Memorial Elementary,327,327,0
6980020,Manchester Essex Regional,Essex Elementary,228,228,0
6980510,Manchester Essex Regional,Manchester Essex Regional High School,44,0,44
7000505,Martha's Vineyard,Martha's Vineyard Regional High,53,0,53
7050505,Masconomet,Masconomet Regional High School,214,0,214
7100001,Mendon-Upton,Memorial School,454,454,0
7100015,Mendon-Upton,Miscoe Hill School,586,586,0
7100179,Mendon-Upton,Henry P Clough,354,354,0
7100510,Mendon-Upton,Nipmuc Regional High,31,0,31
7120001,Monomoy Regional School District,Chatham Elementary School,221,221,0
7120002,Monomoy Regional School District,Harwich Elementary School,502,502,0
7120315,Monomoy Regional School District,Monomoy Regional Middle School,1,1,0
7120515,Monomoy Regional School District,Monomoy Regional High School,110,66,45
7150505,Mount Greylock,Mt Greylock Regional High,15,0,15
7170005,Mohawk Trail,Buckland-Shelburne Regional,1,1,0
7170505,Mohawk Trail,Mohawk Trail Regional High,115,102,13
7200003,Narragansett,Phillipston Memorial,1,1,0
7200005,Narragansett,Baldwinville Elementary,1,1,0
7200020,Narragansett,Templeton Center,2,2,0
7200305,Narragansett,Narragansett Middle,1,1,0
7200505,Narragansett,Narragansett Regional High,83,0,83
7250010,Nashoba,Mary Rowlandson Elementary,439,439,0
7250020,Nashoba,Center School,524,524,0
7250025,Nashoba,Florence Sawyer School,472,472,0
7250305,Nashoba,Luther Burbank Middle School,160,160,0
7250310,Nashoba,Hale,3,3,0
7250505,Nashoba,Nashoba Regional,136,0,136
7300505,Northboro-Southboro,Algonquin Regional High,458,0,458
7350005,North Middlesex,Spaulding Memorial,430,430,0
7350010,North Middlesex,Ashby Elementary,185,185,0
7350030,North Middlesex,Hawthorne Brook,265,265,0
7350035,North Middlesex,Varnum Brook,543,543,0
7350310,North Middlesex,Nissitissit Middle School,264,264,0
7350505,North Middlesex,North Middlesex Regional,55,0,55
7400405,Old Rochester,Old Rochester Regional Jr High,2,2,0
7400505,Old Rochester,Old Rochester Regional High,74,0,74
7450005,Pentucket,Elmer S Bagnall,3,3,0
7450010,Pentucket,Helen R Donaghue School,4,4,0
7450020,Pentucket,Dr Frederick N Sweetsir,1,1,0
7450405,Pentucket,Pentucket Regional Middle,122,122,0
7450505,Pentucket,Pentucket Regional Sr High,23,0,23
7500006,Pioneer Valley,Bernardston Elementary,143,143,0
7500007,Pioneer Valley,Pearl E Rhodes Elementary,29,29,0
7500008,Pioneer Valley,Northfield Elementary,175,175,0
7500009,Pioneer Valley,Warwick Community School,43,43,0
7500505,Pioneer Valley,Pioneer Valley Regional,14,0,14
7530005,Quabbin,Hardwick Elementary,165,165,0
7530010,Quabbin,Hubbardston Center,268,268,0
7530020,Quabbin,New Braintree Grade,60,60,0
7530025,Quabbin,Oakham Center,96,96,0
7530030,Quabbin,Ruggles Lane,330,330,0
7530505,Quabbin,Quabbin Regional High School,96,0,96
7550505,Ralph C Mahar,Ralph C Mahar Regional,108,108,0
7600505,Silver Lake,Silver Lake Regional High,246,1,245
7630505,Somerset Berkley Regional School District,Somerset Berkley Regional High School,24,0,24
7650505,Southern Berkshire,Mt Everett Regional,8,1,7
7660010,Southwick-Tolland-Granville Regional School District,Woodland School,4,4,0
7660315,Southwick-Tolland-Granville Regional School District,Powder Mill School,3,3,0
7660505,Southwick-Tolland-Granville Regional School District,Southwick Regional School,43,0,43
7670008,Spencer-E Brookfield,East Brookfield Elementary,1,1,0
7670040,Spencer-E Brookfield,Wire Village School,4,4,0
7670505,Spencer-E Brookfield,David Prouty High,96,0,96
7700405,Tantasqua,Tantasqua Regional Jr High,283,283,0
7700505,Tantasqua,Tantasqua Regional Sr High,65,0,65
7700605,Tantasqua,Tantasqua Regional Vocational,38,0,38
7730015,Triton,Salisbury Elementary,461,461,0
7730020,Triton,Newbury Elementary,399,399,0
7730025,Triton,Pine Grove,414,414,0
7730405,Triton,Triton Regional Middle School,1,1,0
7730505,Triton,Triton Regional High School,58,0,58
7740020,Up-Island Regional,West Tisbury Elementary,336,336,0
7750018,Wachusett,Davis Hill Elementary,1,1,0
7750027,Wachusett,Houghton Elementary,1,1,0
7750305,Wachusett,Mountview Middle,1,1,0
7750505,Wachusett,Wachusett Regional High,180,0,180
7780005,Quaboag Regional,Warren Elementary,407,407,0
7780010,Quaboag Regional,West Brookfield Elementary,272,272,0
7780305,Quaboag Regional,Quaboag Regional Middle Innovation School,4,4,0
7780505,Quaboag Regional,Quaboag Regional High,138,0,138
7800310,Whitman-Hanson,Whitman Middle,432,432,0
7800315,Whitman-Hanson,Hanson Middle School,333,333,0
7800505,Whitman-Hanson,Whitman Hanson Regional,297,0,297
8010605,Assabet Valley Regional Vocational Technical,Assabet Valley Vocational High School,32,0,32
8050605,Blackstone Valley Regional Vocational Technical,Blackstone Valley,81,0,81
8060605,Blue Hills Regional Vocational Technical,Blue Hills Regional Vocational Technical,30,0,30
8100605,Bristol-Plymouth Regional Vocational Technical,Bristol-Plymouth Vocational Technical,5,0,5
8150605,Cape Cod Regional Vocational Technical,Cape Cod Region Vocational Technical,8,0,8
8170505,Essex North Shore Agricultural and Technical School District,Essex North Shore Agricultural and Technical School,1,0,1
8180605,Franklin County Regional Vocational Technical,Franklin County Technical,6,0,6
8210605,Greater Fall River Regional Vocational Technical,Diman Regional Vocational Technical High,554,0,554
8250605,Greater New Bedford Regional Vocational Technical,Gr New Bedford Vocational Technical,2,0,2
8280605,Greater Lowell Regional Vocational Technical,Gr Lowell Regional Vocational Technical,36,0,36
8290605,South Middlesex Regional Vocational Technical,Joseph P Keefe Technical High School,36,0,36
8300605,Minuteman Regional Vocational Technical,Minuteman Regional High,116,0,116
8320605,Montachusett Regional Vocational Technical,Montachusett Regional Vocational Technical,247,0,247
8510605,Northern Berkshire Regional Vocational Technical,Charles McCann Vocational Technical,141,0,141
8520605,Nashoba Valley Regional Vocational Technical,Nashoba Valley Technical High School,1,0,1
8530605,Northeast Metropolitan Regional Vocational Technical,Northeast Metro Regional Vocational,19,0,19
8550605,Old Colony Regional Vocational Technical,Old Colony Regional Vocational Technical,105,0,105
8600605,Pathfinder Regional Vocational Technical,Pathfinder Vocational Technical,8,0,8
8710605,Shawsheen Valley Regional Vocational Technical,Shawsheen Valley Vocational Technical High School,3,0,3
8720605,Southeastern Regional Vocational Technical,Southeastern Regional Vocational Technical,192,0,192
8730605,South Shore Regional Vocational Technical,So Shore Vocational Technical High,1,0,1
8760605,Southern Worcester County Regional Vocational Technical,Bay Path Regional Vocational Technical High School,5,0,5
8780605,Tri-County Regional Vocational Technical,Tri-County Regional Vocational Technical,242,0,242
8790605,Upper Cape Cod Regional Vocational Technical,Upper Cape Cod Vocational Technical,3,0,3
8850605,Whittier Regional Vocational Technical,Whittier Regional Vocational,66,0,66
9150705,Norfolk County Agricultural,Norfolk County Agricultural,260,0,260
35010505,Paulo Freire Social Justice Charter School (District),Paulo Freire Social Justice Charter School,20,0,20
35020405,Baystate Academy Charter Public School (District),Baystate Academy Charter Public School,4,3,1
35040505,City on a Hill Charter Public School Dudley Square (District),City on a Hill Charter Public School Dudley Square,118,0,118
35050405,UP Academy Charter School of Dorchester (District),UP Academy Charter School of Dorchester,9,8,1
35060505,Pioneer Charter School of Science II (PCSS-II) (District),Pioneer Charter School of Science II (PCSS-II),176,145,31
35070505,City on a Hill Charter Public School New Bedford (District),City on a Hill Charter Public School New Bedford,75,0,75
35080505,Phoenix Academy Public Charter High School Springfield (District),Phoenix Academy Public Charter High School Springfield,1,0,1
35090305,Argosy Collegiate Charter School (District),Argosy Collegiate Charter School,3,3,0
35130305,New Heights Charter School of Brockton (District),New Heights Charter School of Brockton,14,11,3
35140305,Libertas Academy Charter School (District),Libertas Academy Charter School,70,70,0
39010900,Greenfield Commonwealth Virtual District,Greenfield Commonwealth Virtual School,21,9,12
39020900,TEC Connections Academy Commonwealth Virtual School District,TEC Connections Academy Commonwealth Virtual School,681,521,160
0,Massachusetts,Massachusetts,235211,199273,36137
